"Check availability in other warehouses","Kiểm tra tồn kho ở các kho khác",""
"Check Availability in All Wherehouses","Kiểm tra tồn kho ở tất cả kho",""
"Selected","Đã chọn",""
"Check warehouse availability","Kiểm tra tồn kho của kho",""
"Loading more items...","Đang tải thêm mặt hàng...",""
"All items loaded","Đã tải tất cả mặt hàng",""
"{0} items found","Tìm thấy {0} mặt hàng",""
"{0} - {1} of {2}","{0} - {1} trên {2}",""
"Go to first page","Tới trang đầu",""
"Go to previous page","Tới trang trước",""
"Go to page {0}","Tới trang {0}",""
"Go to next page","Tới trang sau",""
"Go to last page","Tới trang cuối",""
"Code","Mã",""
"Rate","Giá",""
"Qty","SL",""
"UOM","ĐVT",""
"{0}: {1} Bundles","{0}: {1} gói",""
"Auto-Add ON - Type or scan barcode","Tự động thêm BẬT - Gõ hoặc quét mã vạch",""
"Scanner ON - Enable Auto for automatic addition","Máy quét BẬT - Bật Tự động để tự động thêm",""
"Search by item code, name or scan barcode","Tìm theo mã, tên hoặc quét mã vạch",""
"Item Not Found: No item found with barcode: {0}","Không tìm thấy hàng: Không có hàng với mã vạch: {0}",""
"Multiple Items Found: {0} items match barcode. Please refine search.","Nhiều hàng trùng khớp: {0} mặt hàng khớp mã vạch. Vui lòng lọc lại.",""
"Multiple Items Found: {0} items match. Please select one.","Nhiều hàng trùng khớp: {0} mặt hàng. Vui lòng chọn một.",""
"Loading invoice details...","Đang tải chi tiết hoá đơn...",""
"Return Against:","Trả hàng cho:",""
"Grand Total","Tổng cộng",""
"Taxes:","Thuế:",""
"Net Total:","Tổng sau chiết khấu:",""
"Discount:","Chiết khấu:",""
"Grand Total:","Tổng cộng:",""
"Paid Amount:","Số tiền đã trả:",""
"Outstanding:","Còn phải thu:",""
"Remarks","Ghi chú",""
"Failed to load invoice details","Tải chi tiết hoá đơn thất bại",""
"Warehouse Availability","Tồn kho theo kho",""
"Close dialog","Đóng hộp thoại",""
"Checking warehouse availability...","Đang kiểm tra tồn kho các kho...",""
"Actual Stock:","Tồn thực tế:",""
"This item is out of stock in all warehouses","Mặt hàng này đã hết ở tất cả các kho",""
"Total Available:","Tổng số còn lại:",""
"across 1 warehouse","trong 1 kho",""
"across {0} warehouses","trong {0} kho",""
"Have a coupon code?","Bạn có mã giảm giá?",""
"Enter your promotional or gift card code below","Nhập mã khuyến mãi hoặc thẻ quà tặng bên dưới",""
"ENTER-CODE-HERE","NHẬP-MÃ-TẠI-ĐÂY",""
"Code is case-insensitive","Mã không phân biệt chữ hoa/thường",""
"My Gift Cards ({0})","Thẻ quà tặng của tôi ({0})",""
"Coupon Applied Successfully!","Áp dụng mã giảm giá thành công!",""
"Discount Amount","Số tiền giảm",""
"Please enter a coupon code","Vui lòng nhập mã coupon",""
"The coupon code you entered is not valid","Mã coupon bạn nhập không hợp lệ",""
"This coupon requires a minimum purchase of ","Mã này yêu cầu giá trị mua tối thiểu là ",""
"Failed to apply coupon. Please try again.","Áp dụng coupon thất bại. Vui lòng thử lại.",""
"Discount has been removed","Đã gỡ bỏ chiết khấu",""
"Search countries...","Tìm quốc gia...",""
"No countries found","Không tìm thấy quốc gia nào",""
"Create New Customer","Tạo khách hàng mới",""
"Customer Name","Tên khách hàng",""
"Enter customer name","Nhập tên khách hàng",""
"Mobile Number","Số điện thoại",""
"Search country or code...","Tìm theo tên quốc gia hoặc mã...",""
"Enter phone number","Nhập số điện thoại",""
"Enter email address","Nhập địa chỉ email",""
"Customer Group","Nhóm khách hàng",""
"Select Customer Group","Chọn nhóm khách hàng",""
"Territory","Khu vực",""
"Select Territory","Chọn khu vực",""
"Permission Required","Cần phân quyền",""
"You don't have permission to create customers. Contact your administrator.","Bạn không có quyền tạo khách hàng. Vui lòng liên hệ quản trị viên.",""
"Individual","Cá nhân",""
"All Territories","Tất cả khu vực",""
"Customer {0} created successfully","Tạo khách hàng {0} thành công",""
"Failed to create customer","Tạo khách hàng thất bại",""
"Customer Name is required","Tên khách hàng là bắt buộc",""
"Promotion & Coupon Management","Quản lý khuyến mãi & coupon",""
"Manage promotional schemes and coupons","Quản lý các chương trình khuyến mãi và coupon",""
"Promotional Schemes","Chương trình khuyến mãi",""
"Coupons","Coupon",""
"Search promotions...","Tìm kiếm khuyến mãi...",""
"Active Only","Chỉ khuyến mãi đang hoạt động",""
"Expired Only","Chỉ khuyến mãi đã hết hạn",""
"Not Started","Chưa bắt đầu",""
"Disabled Only","Chỉ khuyến mãi đang tắt",""
"Create New Promotion","Tạo chương trình khuyến mãi mới",""
"Create permission required","Cần quyền tạo",""
"No promotions found","Không tìm thấy chương trình khuyến mãi nào",""
"Rule","Quy tắc",""
"Scheme","Chương trình",""
"{0} items","{0} mặt hàng",""
"No expiry","Không ngày hết hạn",""
"Select a Promotion","Chọn chương trình khuyến mãi",""
"Choose a promotion from the list to view and edit, or create a new one to get started","Chọn một chương trình trong danh sách để xem/sửa, hoặc tạo chương trình mới để bắt đầu",""
"You don't have permission to create promotions","Bạn không có quyền tạo chương trình khuyến mãi",""
"Create New Promotion","Tạo chương trình khuyến mãi mới",""
"Edit Promotion","Sửa chương trình khuyến mãi",""
"Pricing Rule","Quy tắc giá",""
"Promotional Scheme","Chương trình khuyến mãi",""
"Fill in the details to create a new promotional scheme","Điền thông tin để tạo chương trình khuyến mãi mới",""
"View pricing rule details (read-only)","Xem chi tiết quy tắc giá (chỉ đọc)",""
"Update the promotion details below","Cập nhật chi tiết khuyến mãi bên dưới",""
"Read-only: Edit in Back Office","Chỉ đọc: Sửa trong hệ thống back office",""
"Enable","Bật",""
"Basic Information","Thông tin cơ bản",""
"Promotion Name","Tên chương trình khuyến mãi",""
"e.g., Summer Sale 2025","VD: Summer Sale 2025",""
"Valid From","Hiệu lực từ",""
"Valid Until","Hiệu lực đến",""
"Apply On","Áp dụng cho",""
"Specific Items","Mặt hàng cụ thể",""
"Item Groups","Nhóm mặt hàng",""
"Brands","Thương hiệu",""
"Entire Transaction","Toàn bộ giao dịch",""
"Select {0}","Chọn {0}",""
"Required","Bắt buộc",""
"Search items... (min 2 characters)","Tìm mặt hàng... (ít nhất 2 ký tự)",""
"Searching from {0} cached items","Đang tìm trong {0} mặt hàng đã cache",""
"Select Item Group","Chọn nhóm mặt hàng",""
"Select Brand","Chọn thương hiệu",""
"Select Item","Chọn mặt hàng",""
"Select option","Chọn tuỳ chọn",""
"Search by name or code...","Tìm theo tên hoặc mã...",""
"No items found","Không tìm thấy mặt hàng nào",""
"Discount Details","Chi tiết chiết khấu",""
"Discount Type","Loại chiết khấu",""
"Discount (%)","Chiết khấu (%)",""
"discount ({0})","chiết khấu ({0})",""
"Free Item","Hàng tặng miễn phí",""
"Search item... (min 2 characters)","Tìm mặt hàng... (tối thiểu 2 ký tự)",""
"Free Quantity","Số lượng tặng",""
"Minimum Quantity","Số lượng tối thiểu",""
"Maximum Quantity","Số lượng tối đa",""
"Minimum Amount ({0})","Số tiền tối thiểu ({0})",""
"Maximum Amount ({0})","Số tiền tối đa ({0})",""
"Delete Promotion","Xoá khuyến mãi",""
"Are you sure you want to delete <strong>""{0}""<strong>?","Bạn có chắc muốn xoá <strong>""{0}""<strong>?",""
"This will also delete all associated pricing rules. This action cannot be undone.","Thao tác này cũng sẽ xoá toàn bộ quy tắc giá liên quan và không thể hoàn tác.",""
"Percentage","Phần trăm",""
"Fixed Amount","Số tiền cố định",""
"Failed to load item groups","Tải nhóm mặt hàng thất bại",""
"Failed to load brands","Tải danh sách thương hiệu thất bại",""
"Promotion created successfully","Tạo khuyến mãi thành công",""
"Failed to create promotion","Tạo khuyến mãi thất bại",""
"Promotion updated successfully","Cập nhật khuyến mãi thành công",""
"Failed to update promotion","Cập nhật khuyến mãi thất bại",""
"Promotion status updated successfully","Cập nhật trạng thái khuyến mãi thành công",""
"Failed to update promotion status","Cập nhật trạng thái khuyến mãi thất bại",""
"Promotion deleted successfully","Xoá khuyến mãi thành công",""
"Failed to delete promotion","Xoá khuyến mãi thất bại",""
"Failed to load promotion details","Tải chi tiết khuyến mãi thất bại",""
"An error occurred","Đã xảy ra lỗi",""
"Please enter a promotion name","Vui lòng nhập tên khuyến mãi",""
"Promotion ""{0}"" already exists. Please use a different name.","Khuyến mãi ""{0}"" đã tồn tại. Vui lòng dùng tên khác.",""
"Please select at least one {0}","Vui lòng chọn ít nhất một {0}",""
"Partially Paid ({0})","Thanh toán một phần ({0})",""
"Unpaid ({0})","Chưa thanh toán ({0})",""
"Overdue ({0})","Quá hạn ({0})",""
"Outstanding Payments","Các khoản phải thu",""
"{0} paid","Đã thanh toán {0}",""
"No Unpaid Invoices","Không có hoá đơn chưa thanh toán",""
"All invoices are fully paid","Tất cả hoá đơn đã được thanh toán đầy đủ",""
"No invoices found","Không tìm thấy hoá đơn nào",""
"Date & Time","Ngày & Giờ",""
"Paid Amount","Số tiền đã trả",""
"No draft invoices","Không có hoá đơn nháp",""
"Save invoices as drafts to continue later","Lưu hoá đơn dưới dạng nháp để xử lý sau",""
"Customer: {0}","Khách hàng: {0}",""
"Delete draft","Xoá nháp",""
"{0} item(s)","{0} mặt hàng",""
"+{0} more","+{0} nữa",""
"No return invoices","Không có hoá đơn trả hàng",""
"Return invoices will appear here","Các hoá đơn trả hàng sẽ hiển thị tại đây",""
"Against: {0}","Đối với: {0}",""
"Drafts","Bản nháp",""
"Failed to load unpaid invoices","Tải hoá đơn chưa thanh toán thất bại",""
"Select Batch Numbers","Chọn số lô",""
"Select Serial Numbers","Chọn số serial",""
"Select Batch Number","Chọn số lô",""
"Qty: {0}","SL: {0}",""
"Exp: {0}","HSD: {0}",""
"Select Serial Numbers ({0}/{1})","Chọn số serial ({0}/{1})",""
"Warehouse: {0}","Kho: {0}",""
"Or enter serial numbers manually (one per line)","Hoặc nhập số serial thủ công (mỗi dòng một số)",""
"Enter serial numbers...","Nhập số serial...",""
"Change language: {0}","Đổi ngôn ngữ: {0}",""
"<strong>{0}</strong> of <strong>{1}</strong> invoice(s)","<strong>{0}</strong> trên tổng <strong>{1}</strong> hoá đơn",""
"Clear all","Xoá tất cả",""
"From Date","Từ ngày",""
"To Date","Đến ngày",""
"Save these filters as...","Lưu bộ lọc này thành...",""
"Saved Filters","Bộ lọc đã lưu",""
"Partial","Một phần",""
"Delete ""{0}""?","Xoá ""{0}""?",""
"Install POSNext","Cài đặt POSNext",""
"Faster access and offline support","Truy cập nhanh hơn và hỗ trợ ngoại tuyến",""
"Snooze for 7 days","Tạm ẩn trong 7 ngày",""
"Install","Cài đặt",""
"Close (shows again next session)","Đóng (sẽ hiện lại ở phiên sau)",""
"Searching...","Đang tìm kiếm...",""
"No options available","Không có tuỳ chọn nào",""
"Clear selection","Xoá lựa chọn",""
"Load more ({0} remaining)","Tải thêm (còn {0})",""
"Search...","Tìm kiếm...",""
"Search coupons...","Tìm coupon...",""
"Expired","Hết hạn",""
"Exhausted","Đã dùng hết",""
"All Types","Tất cả loại",""
"POS Next","POS Next",""
"View items","Xem hàng hoá",""
"View cart","Xem giỏ hàng",""
"View cart with {0} items","Xem giỏ hàng với {0} mặt hàng",""
"Hr","Giờ",""
"Min","Phút",""
"Sec","Giây",""
"{0} paid of {1}","Đã thanh toán {0} trên {1}",""
"Outstanding","Còn nợ",""
"Sales Persons","Nhân viên bán hàng",""
"Sales Person","Nhân viên bán hàng",""
"1 selected","Đã chọn 1",""
"Selected:","Đã chọn:",""
"Total: {0}% (should be 100%)","Tổng: {0}% (phải bằng 100%)",""
"Commission: {0}%","Hoa hồng: {0}%",""
"Search to add sales persons","Tìm để thêm nhân viên bán hàng",""
"Loading sales persons...","Đang tải danh sách nhân viên bán hàng...",""
"No sales persons found","Không tìm thấy nhân viên bán hàng",""
"Additional Discount","Chiết khấu bổ sung",""
"% Percent","% phần trăm",""
"{0} Amount","Số tiền {0}",""
"Select payment method to add","Chọn phương thức thanh toán để thêm",""
"Added","Đã thêm",""
"Quick amounts for {0}","Các mệnh giá nhanh cho {0}",""
"Custom amount","Số tiền tuỳ chỉnh",""
"Payment Breakdown","Chi tiết thanh toán",""
"Apply Credit","Áp dụng công nợ",""
"Pay on Account","Ghi nợ",""
"Maximum allowed discount is {0}%","Mức chiết khấu tối đa cho phép là {0}%",""
"Maximum allowed discount is {0}% ({1} {2})","Mức chiết khấu tối đa cho phép là {0}% ({1} {2})",""
"Create new customer","Tạo khách hàng mới",""
"Remove customer","Gỡ khách hàng",""
"Search or add customer...","Tìm hoặc thêm khách hàng...",""
"Search customer in cart","Tìm khách hàng trong giỏ",""
"Select items to start or choose a quick action","Chọn mặt hàng để bắt đầu hoặc chọn một thao tác nhanh",""
"View current shift details","Xem chi tiết ca hiện tại",""
"View draft invoices","Xem các hoá đơn nháp",""
"View invoice history","Xem lịch sử hoá đơn",""
"Process return invoice","Xử lý hoá đơn trả hàng",""
"Close current shift","Đóng ca hiện tại",""
"{0} free item(s) included","Bao gồm {0} mặt hàng miễn phí",""
"+{0} FREE","+{0} MIỄN PHÍ",""
"Remove {0}","Gỡ {0}",""
"Remove item","Gỡ mặt hàng",""
"Decrease quantity","Giảm số lượng",""
"Increase quantity","Tăng số lượng",""
"Click to change unit","Bấm để đổi đơn vị",""
"Only one unit available","Chỉ có một đơn vị",""
"Total Quantity","Tổng số lượng",""
"Proceed to payment","Tiếp tục thanh toán",""
"Hold order as draft","Giữ đơn hàng dưới dạng nháp",""
"Hold","Giữ",""
"Offers","Khuyến mãi",""
"Coupon","Coupon",""
"Edit Item Details","Sửa chi tiết mặt hàng",""
"Edit item quantity, UOM, warehouse, and discount","Sửa số lượng, đơn vị, kho và chiết khấu của mặt hàng",""
"Default","Mặc định",""
"Item Discount","Chiết khấu theo mặt hàng",""
"Percentage (%)","Phần trăm (%)",""
"Checking Stock...","Đang kiểm tra tồn kho...",""
"No Stock Available","Không còn tồn kho",""
"Update Item","Cập nhật mặt hàng",""
"""{0}"" is not available in warehouse ""{1}"". Please select another warehouse.","""{0}"" không còn trong kho ""{1}"". Vui lòng chọn kho khác.",""
"Only {0} units of ""{1}"" available in ""{2}"". Current quantity: {3}","Chỉ còn {0} đơn vị ""{1}"" trong ""{2}"". Số lượng hiện tại: {3}",""
"{0} units available in ""{1}""","Còn {0} đơn vị trong ""{1}""",""
"Available Offers","Các khuyến mãi khả dụng",""
"Loading offers...","Đang tải khuyến mãi...",""
"Applying offer...","Đang áp dụng khuyến mãi...",""
"No offers available","Không có khuyến mãi nào",""
"Add items to your cart to see eligible offers","Hãy thêm hàng vào giỏ để xem các khuyến mãi phù hợp",""
"APPLIED","ĐÃ ÁP DỤNG",""
"PRICING RULE","QUY TẮC GIÁ",""
"PROMO SCHEME","CHƯƠNG TRÌNH KM",""
"{0}% OFF","Giảm {0}%",""
"{0} OFF","Giảm {0}",""
"Special Offer","Ưu đãi đặc biệt",""
"+ Free Item","+ Tặng hàng",""
"Min Purchase","Mua tối thiểu",""
"Min Quantity","Số lượng tối thiểu",""
"Subtotal (before tax)","Tạm tính (trước thuế)",""
"Add {0} more to unlock","Mua thêm {0} để đủ điều kiện",""
"Remove Offer","Gỡ khuyến mãi",""
"Apply Offer","Áp dụng khuyến mãi",""
"Create Return Invoice","Tạo hoá đơn trả hàng",""
"Select Invoice to Return","Chọn hoá đơn cần trả",""
"Search by invoice number or customer name...","Tìm theo số hoá đơn hoặc tên khách hàng...",""
"Search by invoice number or customer...","Tìm theo số hoá đơn hoặc khách hàng...",""
"Search by invoice, customer, or mobile...","Tìm theo hoá đơn, khách hàng hoặc số điện thoại...",""
"Search for ""{0}""","Tìm ""{0}""",""
"Process Return","Xử lý trả hàng",""
"Select Items to Return","Chọn mặt hàng cần trả",""
"⚠️ {0} already returned","⚠️ {0} đã được trả rồi",""
"Return Qty:","SL trả:",""
"of {0}","trong tổng {0}",""
"No items available for return","Không còn mặt hàng nào để trả",""
"Refund Payment Methods","Phương thức hoàn tiền",""
"+ Add Payment","+ Thêm thanh toán",""
"Select method...","Chọn phương thức...",""
"Select payment method...","Chọn phương thức thanh toán...",""
"Total Refund:","Tổng tiền hoàn:",""
"Payment Total:","Tổng thanh toán:",""
"⚠️ Payment total must equal refund amount","⚠️ Tổng thanh toán phải bằng số tiền hoàn",""
"Return Summary","Tóm tắt trả hàng",""
"Items to Return:","Mặt hàng trả:",""
"Refund Amount:","Số tiền hoàn:",""
"Enter reason for return (e.g., defective product, wrong item, customer request)...","Nhập lý do trả hàng (VD: hàng lỗi, giao nhầm, yêu cầu khách hàng...)",""
"{0} item(s) selected","Đã chọn {0} mặt hàng",""
"Create Return","Tạo phiếu trả",""
"OK","OK",""
"Invoice must be submitted to create a return","Hoá đơn phải được duyệt mới có thể tạo phiếu trả",""
"Cannot create return against a return invoice","Không thể tạo phiếu trả cho một hoá đơn trả",""
"All items from this invoice have already been returned","Tất cả mặt hàng trong hoá đơn này đã được trả",""
"Return against {0}","Trả hàng cho {0}",""
"Failed to create return invoice","Tạo hoá đơn trả hàng thất bại",""
"Failed to load recent invoices","Tải các hoá đơn gần đây thất bại",""
"{0}: maximum {1}","{0}: tối đa {1}",""
"Adjust return quantities before submitting.\n\n{0}","Hãy điều chỉnh số lượng trả trước khi gửi.\n\n{0}",""
"{0} Pending Invoice(s)","{0} hoá đơn đang chờ",""
"These invoices will be submitted when you're back online","Những hoá đơn này sẽ được gửi khi bạn trực tuyến trở lại",""
"Sync All","Đồng bộ tất cả",""
"No pending offline invoices","Không có hoá đơn ngoại tuyến đang chờ",""
"Walk-in Customer","Khách vãng lai",""
"{0} failed","{0} thất bại",""
"Payments:","Thanh toán:",""
"Edit Invoice","Sửa hoá đơn",""
"Are you sure you want to delete this offline invoice?","Bạn có chắc muốn xoá hoá đơn ngoại tuyến này không?",""
"This action cannot be undone.","Hành động này không thể hoàn tác.",""
"Just now","Vừa xong",""
"{0} minutes ago","{0} phút trước",""
"{0} hours ago","{0} giờ trước",""
"POS Settings","Cài đặt POS",""
"Skip batch picker (FIFO auto-batch)","Bỏ qua bước chọn lô (tự động phân lô theo hệ thống)",""
"Batch-only items skip the batch dialog; ERPNext assigns batches by FIFO when the invoice is saved. Serial items still require serial selection.","Hàng chỉ theo lô sẽ không hiện cửa sổ chọn lô; ERPNext tự gán lô theo quy tắc xuất kho (Stock Settings, ví dụ FIFO/FEFO) khi lưu hóa đơn. Hàng theo serial vẫn bắt buộc chọn số serial.",""
"Allow Selling Batch Items Without Picking Batch (Auto FIFO)","Cho phép bán hàng theo lô mà không chọn lô thủ công (tự động theo ERPNext)",""
"If enabled, cashiers skip the batch picker for batch-tracked items; the POS assigns FIFO batches automatically when submitting the invoice. Serial-controlled items always require picking serial numbers.","Nếu bật, thu ngân không cần mở cửa sổ chọn lô cho mặt hàng có theo lô; POS tự gán lô khi xác nhận chứng từ theo quy tắc của ERPNext. Hàng theo serial vẫn phải chọn số serial.",""
"Item {0} requires serial numbers. Skipping manual batch applies only to batch-only items; enter serial numbers for this line.","Mặt hàng {0} bắt buộc nhập serial. Bỏ chọn lô thủ công chỉ áp dụng cho hàng chỉ-batch; vui lòng nhập serial cho dòng này.",""
"Cannot assign batches automatically for {0}: insufficient quantity in FIFO batches at warehouse {1}.","Không thể phân lô tự động cho {0}: không đủ số lượng theo thứ tự lô tại kho {1}.",""
"Batch Allocation","Phân bổ lô",""
"Valid Time From","Giờ hiệu lực từ",""
"Valid Time To","Giờ hiệu lực đến",""
"Apply Time Window","Áp dụng theo khung giờ",""
"Max Quantity","Số lượng tối đa",""
"When enabled, this rule applies only within POS Next Valid Time From / To (and standard Valid From / Upto dates).","Khi bật, quy tắc chỉ áp dụng trong khung giờ Giờ hiệu lực từ/đến của POS Next và trong khoảng ngày Hiệu lực từ/đến theo chuẩn.",""
"Save Changes","Lưu thay đổi",""
"Loading settings...","Đang tải cài đặt...",""
"Stock Management","Quản lý tồn kho",""
"Configure warehouse and inventory settings","Cấu hình kho và tồn kho",""
"Stock Controls","Thiết lập kiểm soát tồn kho",""
"Warehouse Selection","Chọn kho",""
"Loading warehouses...","Đang tải danh sách kho...",""
"Active Warehouse","Kho đang sử dụng",""
"All stock operations will use this warehouse. Stock quantities will refresh after saving.","Tất cả nghiệp vụ tồn kho sẽ dùng kho này. Số lượng tồn sẽ được cập nhật sau khi lưu.",""
"Stock Validation Policy","Chính sách kiểm tra tồn kho",""
"Allow Negative Stock","Cho phép tồn âm",""
"Enable selling items even when stock reaches zero or below. Integrates with Back Office stock settings.","Cho phép bán hàng ngay cả khi tồn kho bằng 0 hoặc âm. Tích hợp với thiết lập tồn kho ở hệ thống back office.",""
"Background Stock Sync","Đồng bộ tồn kho nền",""
"Enable Automatic Stock Sync","Bật tự động đồng bộ tồn kho",""
"Periodically sync stock quantities from server in the background (runs in Web Worker)","Định kỳ đồng bộ số lượng tồn từ server ở chế độ nền (chạy bằng Web Worker)",""
"Sync Interval (seconds)","Chu kỳ đồng bộ (giây)",""
"How often to check server for stock updates (minimum 10 seconds)","Tần suất kiểm tra server để cập nhật tồn kho (tối thiểu 10 giây)",""
"Warehouse not set","Chưa chọn kho",""
"Network Usage:","Lượng dùng mạng:",""
"~15 KB per sync cycle","~15 KB cho mỗi lần đồng bộ",""
"~{0} MB per hour","~{0} MB mỗi giờ",""
"Sales Management","Quản lý bán hàng",""
"Configure pricing, discounts, and sales operations","Cấu hình giá bán, chiết khấu và nghiệp vụ bán hàng",""
"Sales Controls","Thiết lập kiểm soát bán hàng",""
"Pricing & Discounts","Giá và chiết khấu",""
"Tax Inclusive","Giá đã gồm thuế",""
"When enabled, displayed prices include tax. When disabled, tax is calculated separately. Changes apply immediately to your cart when you save.","Khi bật, giá hiển thị đã bao gồm thuế. Khi tắt, thuế được tính riêng. Thay đổi sẽ áp dụng ngay cho giỏ hàng khi bạn lưu.",""
"Max Discount (%)","Tỷ lệ chiết khấu tối đa (%)",""
"Maximum discount per item","Chiết khấu tối đa cho mỗi mặt hàng",""
"Use Percentage Discount","Dùng chiết khấu theo tỷ lệ phần trăm",""
"Show discounts as percentages","Hiển thị chiết khấu dưới dạng phần trăm",""
"Allow Additional Discount","Cho phép chiết khấu bổ sung",""
"Enable invoice-level discount","Bật chiết khấu trên toàn hoá đơn",""
"Allow Item Discount","Cho phép chiết khấu theo mặt hàng",""
"Enable item-level discount in edit dialog","Bật chiết khấu mặt hàng trong hộp thoại chỉnh sửa",""
"Disable Rounded Total","Tắt làm tròn tổng",""
"Show exact totals without rounding","Hiển thị tổng chính xác, không làm tròn",""
"Sales Operations","Nghiệp vụ bán hàng",""
"Allow Credit Sale","Cho phép bán chịu",""
"Enable sales on credit","Bật chế độ bán chịu",""
"Allow Return","Cho phép trả hàng",""
"Enable product returns","Bật chức năng trả hàng",""
"Allow Write Off Change","Cho phép xử lý tiền lẻ",""
"Write off small change amounts","Ghi giảm/cấn trừ các khoản tiền lẻ nhỏ",""
"Allow Partial Payment","Cho phép thanh toán một phần",""
"Enable partial payment for invoices","Bật thanh toán một phần cho hoá đơn",""
"Print without confirmation","In không cần xác nhận",""
"No POS Profile Selected","Chưa chọn cấu hình POS",""
"Please select a POS Profile to configure settings","Vui lòng chọn cấu hình POS để thiết lập",""
"Failed to load settings","Tải cài đặt thất bại",""
"POS Profile not found","Không tìm thấy cấu hình POS",""
"Settings saved successfully","Lưu cài đặt thành công",""
"Settings saved, warehouse updated, and tax mode changed. Cart will be recalculated.","Đã lưu cài đặt, cập nhật kho và thay đổi chế độ thuế. Giỏ hàng sẽ được tính lại.",""
"Settings saved and warehouse updated. Reloading stock...","Đã lưu cài đặt và cập nhật kho. Đang tải lại tồn kho...",""
"Failed to save settings","Lưu cài đặt thất bại",""
"{0}s ago","{0}s trước",""
"{0}m ago","{0} phút trước",""
"Sign in to POS Next","Đăng nhập vào POS Next",""
"Login Failed","Đăng nhập thất bại",""
"Enter your username or email","Nhập tên đăng nhập hoặc email",""
"User ID / Email","Tên đăng nhập / Email",""
"Enter your password","Nhập mật khẩu",""
"Hide password","Ẩn mật khẩu",""
"Show password","Hiện mật khẩu",""
"Signing in...","Đang đăng nhập...",""
"Clear all items","Xoá sạch mặt hàng trong giỏ",""
"View all available offers","Xem tất cả khuyến mãi khả dụng",""
"Apply coupon code","Áp dụng mã coupon",""
"Create New Coupon","Tạo coupon mới",""
"No coupons found","Không tìm thấy coupon",""
"Gift","Quà tặng",""
"Used: {0}/{1}","Đã dùng: {0}/{1}",""
"Used: {0}","Đã dùng: {0}",""
"Select a Coupon","Chọn coupon",""
"Choose a coupon from the list to view and edit, or create a new one to get started","Chọn coupon trong danh sách để xem/sửa hoặc tạo coupon mới để bắt đầu",""
"You don't have permission to create coupons","Bạn không có quyền tạo coupon",""
"Coupon Details","Chi tiết coupon",""
"Fill in the details to create a new coupon","Điền thông tin để tạo coupon mới",""
"View and update coupon information","Xem và cập nhật thông tin coupon",""
"Create","Tạo",""
"Coupon Name","Tên coupon",""
"e.g., Summer Sale Coupon 2025","VD: Coupon khuyến mãi mùa hè 2025",""
"Coupon Type","Loại coupon",""
"Promotional","Khuyến mãi",""
"Gift Card","Thẻ quà tặng",""
"Auto-generated if empty","Tự động sinh nếu để trống",""
"Generate","Tạo mã",""
"Customer ID or Name","Mã hoặc tên khách hàng",""
"Company","Công ty",""
"Discount Configuration","Cấu hình chiết khấu",""
"Apply Discount On","Áp dụng chiết khấu trên",""
"Net Total","Tổng sau chiết khấu",""
"e.g., 20","VD: 20",""
"Amount in {0}","Số tiền bằng {0}",""
"Minimum Cart Amount","Giá trị giỏ hàng tối thiểu",""
"Optional minimum in {0}","Giá trị tối thiểu tuỳ chọn bằng {0}",""
"Maximum Discount Amount","Số tiền chiết khấu tối đa",""
"Optional cap in {0}","Giới hạn tối đa tuỳ chọn bằng {0}",""
"Current Discount:","Chiết khấu hiện tại:",""
"{0}% off {1}","Giảm {0}% trên {1}",""
"{0} off {1}","Giảm {0} trên {1}",""
"(Min: {0})","(Tối thiểu: {0})",""
"(Max Discount: {0})","(Chiết khấu tối đa: {0})",""
"Validity & Usage","Hiệu lực & Sử dụng",""
"Unlimited","Không giới hạn",""
"Only One Use Per Customer","Mỗi khách chỉ được dùng một lần",""
"Coupon Status & Info","Trạng thái & Thông tin coupon",""
"Current Status","Trạng thái hiện tại",""
"Created On","Ngày tạo",""
"Last Modified","Ngày sửa cuối",""
"Delete Coupon","Xoá coupon",""
"-- No Campaign --","-- Không thuộc chiến dịch nào --",""
"Failed to load coupons","Tải danh sách coupon thất bại",""
"Failed to load coupon details","Tải chi tiết coupon thất bại",""
"Coupon created successfully","Tạo coupon thành công",""
"Failed to create coupon","Tạo coupon thất bại",""
"Coupon updated successfully","Cập nhật coupon thành công",""
"Failed to update coupon","Cập nhật coupon thất bại",""
"Coupon status updated successfully","Cập nhật trạng thái coupon thành công",""
"Failed to toggle coupon status","Đổi trạng thái coupon thất bại",""
"Coupon deleted successfully","Xoá coupon thành công",""
"Failed to delete coupon","Xoá coupon thất bại",""
"Please enter a coupon name","Vui lòng nhập tên coupon",""
"Please select a discount type","Vui lòng chọn loại chiết khấu",""
"Please enter a valid discount percentage (1-100)","Vui lòng nhập phần trăm chiết khấu hợp lệ (1–100)",""
"Please enter a valid discount amount","Vui lòng nhập số tiền chiết khấu hợp lệ",""
"Please select a customer for gift card","Vui lòng chọn khách hàng cho thẻ quà tặng",""
"Cannot delete coupon as it has been used {0} times","Không thể xoá coupon vì đã được dùng {0} lần",""
"Add to Cart","Thêm vào giỏ",""
"Warehouse","Kho",""
"Search products...","Tìm sản phẩm...",""
"Item Code","Mã hàng",""
"Brand","Thương hiệu",""
"Transaction","Giao dịch",""
"e.g., Summer Sale 2025","VD: Khuyến mãi mùa hè 2025",""
"Pricing Rules","Quy tắc giá",""
"Promo Schemes","Chương trình khuyến mãi",""
